# Nombre: Fernando Garcia
# Tarea: LeftFoot
# Tipo: Moving
# Fecha: 2025-04-08 16:39:18
# DuraciÃ³n: 20
Timestamp,Canal4_Alpha,Canal4_Beta,Canal5_Alpha,Canal5_Beta
365097.8014925,0.0012774477455485,-0.0009169613023064,0.0025266148075348,-0.0009797851803878
365097.8114925,0.0017587932715847987,-0.0009471583120400113,0.0028652842120099045,-0.001313321216372407
365097.8214925,0.002232338174889482,-0.0009415967608377066,0.003165265409862404,-0.0016029142675834849
365097.8314925,0.0026683693352414885,-0.0008761351500345925,0.0033990218817833056,-0.0017869873998097618
365097.8414925,0.003040096535472807,-0.0007260014473493944,0.0035414773364649205,-0.0018205398552905592
365097.8514925001,0.003318017798920172,-0.0004704116573911362,0.0035669059237215315,-0.001679835519560448
365097.86149250006,0.0034722613763515557,-9.951110631473782e-05,0.003451886886976888,-0.0013684123383945759
365097.87149250007,0.0034766255072876877,0.00037943243280513046,0.0031793192710327946,-0.0009144590935731218
365098.1257489,0.0033128117382978527,0.0009383774779736077,0.002742201060234024,-0.0003601358422302912
365098.1357489,0.0029739944474742167,0.0015276742565004304,0.002146445179444857,0.0002509929876810508
365098.1457489,0.002467184598802177,0.0020773023890072032,0.0014123100821704687,0.0008807507969021724
365098.1557489,0.001814101788481127,0.0025000063572896366,0.000574267798601306,0.0014927845048698413
365098.1657489,0.0010504791434172264,0.0026981038193190634,-0.0003206718488049966,0.002040332689101109
365098.1757489,0.0002238908974569649,0.002577279453335873,-0.001216013517645045,0.0024534743719302
365098.18574890005,-0.0006096810907398098,0.0020695086736790417,-0.002049928526840064,0.0026370426684558528
365098.19574890006,-0.0013902294533496753,0.0011624071540084573,-0.0027601521861774225,0.002487462272827056
365098.3903967,-0.0020586698318001543,-7.448811678086552e-05,-0.003289219672904647,0.0019280780270038939
365098.4003967,-0.0025619318878057624,-0.001480541667868644,-0.003589607514828651,0.0009515941276659078
365098.4103967,-0.0028577574066706453,-0.00282376844959722,-0.0036283459531189126,-0.0003492895014902983
365098.4203967,-0.002918785359390579,-0.0038506476302362157,-0.003390687547442385,-0.001780982704207703
365098.4303967001,-0.0027355399202643703,-0.004351886609163774,-0.0028824621216278976,-0.0030850434700655585
365098.44039670005,-0.002317999590965807,-0.004219400676522196,-0.00213082678813013,-0.004002146348019488
365098.45039670006,-0.0016955277888163517,-0.003472026379700546,-0.00118324160466659,-0.004341620042974805
365098.4603967001,-0.0009150924651547926,-0.002242174926857637,-0.00010466249651725802,-0.004031078841011903
365098.6563154,-3.787645158931114e-05,-0.0007335014556163922,0.0010268846932463967,-0.003129429689957495
365098.6663154,0.0008654540900703018,0.0008297976523509738,0.0021260301393033433,-0.0018020655998827594
365098.6763154,0.0017204215087750488,0.0022430166638305596,0.003106638082964661,-0.0002713808290693315
365098.6863154,0.0024548534605185112,0.003342102978421463,0.00388869535064439,0.0012371940355150643
365098.6963154,0.003004909864473942,0.004010053495951845,0.004404924869920417,0.002535585127015602
365098.7063154,0.0033204998944899814,0.004178940727050514,0.004606549487427793,0.003491106431847606
365098.7163154,0.0033696198315229598,0.00383567413338462,0.004467694998245353,0.004024831907195751
365098.7263154,0.0031412277050895726,0.0030315163906727526,0.003988034564305011,0.004101269494767983
365098.9175852,0.0026463969656031153,0.0018870830662965049,0.0031934262939097157,0.0037215947444435462
365098.9275852,0.0019176453849973122,0.0005816142216647873,0.002134462942894791,0.002926623358200775
365098.9375852,0.0010064975000856013,-0.0006793418806194898,0.0008830235680033676,0.001805688285787861
365098.9475852,-2.0498389984190644e-05,-0.0017119535628755548,-0.00047292083152333146,0.0004997377855307749
365098.9575852,-0.0010869344805096192,-0.0024006907579181246,-0.0018358528889780281,-0.0008131018868604886
365098.9675852,-0.002112437241268336,-0.002723420403341725,-0.003106089187519155,-0.0019521184981360921
365098.9775852001,-0.0030188129767945745,-0.0027432008738925233,-0.004189384904518409,-0.0027778450048991286
365098.98758520006,-0.003735974715805471,-0.0025696980326981545,-0.005004122165620228,-0.0032253702895280985
365099.1903191,-0.004207207433177098,-0.0023064424228999244,-0.005487498425381016,-0.0033101789774113615
365099.2003191,-0.004393384008920274,-0.0020061171447510505,-0.005600242637488264,-0.003103091246183765
365099.2103191,-0.004275829130777174,-0.0016528167492857247,-0.005329517549295396,-0.0026870408746250867
365099.2203191,-0.003857634838351333,-0.0011793650851099936,-0.004689812457642656,-0.002118048595628979
365099.2303191,-0.003163351181379862,-0.0005133582889410062,-0.003721788995326876,-0.0014107865889727998
365099.2403191,-0.0022370998793408395,0.0003671587207355638,-0.002489199945074714,-0.0005565226675281344
365099.2503191,-0.0011392771074647968,0.0013934513247979047,-0.0010741442798476554,0.00043603629572882
365099.26031910005,5.788635989806149e-05,0.0024021683891805486,0.00042895992230503185,0.001499966862017298
365099.447846,0.001275560154108169,0.0031744448775596727,0.0019202137556354043,0.0024947924894802055
365099.457846,0.002433942799595477,0.003505694719490852,0.003301353919243578,0.003230842250605729
365099.467846,0.003457849455621797,0.00327880514859194,0.004482588336049551,0.0035275321350600763
365099.477846,0.0042818209602946,0.002510799159216206,0.00538862791553385,0.003281353755484592
365099.487846,0.004854365677853036,0.0013542574738026078,0.005963491205555482,0.002513009282074345
365099.497846,0.005141048770513181,5.3710011915426544e-05,0.006173788830634743,0.001372255735945283
365099.507846,0.005126266095852789,-0.0011254728506400733,0.006010330808696145,9.79391333591124e-05
365099.517846,0.0048136584847939,-0.001969556468700316,0.005488035227804592,-0.001050621955105874
365099.7151117,0.004225230667037722,-0.002366591562233385,0.004644240051977375,-0.0018646880649171708
365099.7251117,0.0033993283744883735,-0.0023213749091181074,0.0035356184278230885,-0.002235262095277192
365099.7351117,0.0023876886764381145,-0.0019358159069070258,0.0022339687174626577,-0.0021674080166976827
365099.7451117,0.0012518126906338738,-0.0013657645141672602,0.0008212014058458098,-0.0017610954152071615
365099.7551117,5.892615238998274e-05,-0.0007701282665702546,-0.0006161197291600386,-0.0011704861761182026
365099.7651117001,-0.0011222020717825175,-0.0002676867186300259,-0.001992313366650098,-0.0005571159758721299
365099.77511170006,-0.0022253258871229547,8.691894902374599e-05,-0.0032278408901105747,-5.0112291686385166e-05
365099.78511170007,-0.003190444854313762,0.000302814991613434,-0.00425397678201391,0.00027831898288934094
365099.9902706,-0.003966997058941711,0.0004307211538481124,-0.005016628544263841,0.00041889506905035795
365100.0002706,-0.004516380054594,0.0005291465372459944,-0.0054791101580391735,0.0004138021840758242
365100.0102706,-0.004813703270209306,0.0006334597194676591,-0.005623742579263171,0.0003326925649198197
365100.0202706,-0.00484871853608235,0.0007405873372072728,-0.005452225038626892,0.0002443293535387422
365100.03027060005,-0.004625918048079879,0.0008144423216873005,-0.0049847960027199515,0.00019356497583835144
365100.04027060006,-0.004163831354483977,0.0008074425073648472,-0.004258284903915379,0.00019135962951600635
365100.05027060007,-0.0034935911865702964,0.0006866179772532476,-0.0033232315310477087,0.00021993332335297255
365100.0602706001,-0.002656867733307817,0.0004518932488116235,-0.0022403036973855208,0.0002484023728000012
365100.2502924,-0.001703295099753179,0.0001389957983928694,-0.001076272942934339,0.0002501425530468249
365100.2602924,-0.0006875373661508731,-0.00019283722543717106,0.00010018313242402032,0.00021379951335761136
365100.2702924,0.0003338399753790881,-0.0004815313511171351,0.0012225899732916834,0.00014441955301689965
365100.2802924,0.0013055204544060544,-0.0006816670254496195,0.002230454507024891,5.6634887982238305e-05
365100.29029240005,0.0021764391839371455,-0.000774974308006463,0.0030725040451953954,-3.46679748980576e-05
365100.30029240006,0.0029024790985638575,-0.0007687631163474599,0.003709222018449457,-0.0001205380362129352
365100.31029240007,0.0034487222552930866,-0.0006846462291749684,0.004114570014688166,-0.00019793715875107774
365100.3202924001,0.0037911449591923694,-0.0005439108593745163,0.004276841260999773,-0.00026430565664473945
365100.5286386,0.003917677134989216,-0.0003571014241605181,0.0041986440777477185,-0.00031081796798857776
365100.5386386,0.0038285791998887327,-0.00012328914865723057,0.0038960625213796947,-0.00031958998730024287
365100.5486386,0.003536123657000846,0.0001602766366466649,0.0033970856350077757,-0.00026834243089772513
365100.5586386,0.003063605283799517,0.0004830191761029777,0.0027394351887401604,-0.00014187732101358442
365100.5686386,0.002443741922606417,0.0008089714491756836,0.001967949725807288,5.482761675773085e-05
365100.5786386,0.0017165630530928736,0.0010760593161545132,0.0011316970174045705,0.00028939613265499065
365100.5886386,0.0009269125637199587,0.0012102733220616146,0.0002809889201288563,0.000506466844306305
365100.5986386,0.00012171406511456682,0.0011510135046934647,-0.0005355353863634151,0.0006441576605655107
365100.8036484,-0.0006528405350148067,0.0008775130862395928,-0.0012736064505123523,0.0006565692406154173
365100.8136484,-0.0013540150050405854,0.00042412063983125476,-0.001895668946164282,0.0005322800103592558
365100.8236484,-0.0019450002507998485,-0.00012408702577398532,-0.002372761978077146,0.00029967950797310473
365100.8336484,-0.002396969024705419,-0.0006555003247856982,-0.0026858475299980367,1.5898760190844168e-05
365100.8436484,-0.002690569372509475,-0.0010666794768806138,-0.0028265236038608095,-0.0002556997508975084
365100.8536484001,-0.00281676210667226,-0.001292705562015238,-0.002797085087674848,-0.0004684761638078575
365100.86364840006,-0.002776967861163808,-0.001320278441884948,-0.0026099308071294383,-0.0006047837905376188
365100.87364840007,-0.0025825401054991267,-0.0011795631560672488,-0.0022863611150500305,-0.000672495957866517
365101.0511322,-0.0022536227657490413,-0.0009215749863652588,-0.0018548547123419844,-0.0006893873318845015
365101.0611322,-0.0018174881002401167,-0.0005943830544249795,-0.0013489468830845674,-0.0006652564454700794
365101.0711322,-0.0013064812537645532,-0.0002302888104771822,-0.0008048551759221938,-0.0005923916304476271
365101.0811322,-0.0007557208647538824,0.0001514738313268865,-0.0002590125413465949,-0.0004500352208156586
365101.0911322,-0.00020071663008046586,0.0005314644685832032,0.00025432928932602426,-0.00022058033097494803
365101.1011322,0.0003249366498657074,0.0008770705933906309,0.0007052695944550995,9.149766716681854e-05
365101.1111322001,0.000791639493256786,0.0011399296035535427,0.0010700591272104797,0.00044891069175773774
365101.12113220006,0.001175510374380309,0.0012670917974694855,0.0013324112372133838,0.0007860234332490144
365101.3127565,0.0014596418559820073,0.0012207831751226183,0.001484234165901327,0.0010277555775578082
365101.3227565,0.001634811860117626,0.0009963746215291838,0.0015257354674940817,0.0011147242599878135
365101.3327565,0.0016996107455159607,0.0006290203534827559,0.0014649011644061653,0.0010233241836886638
365101.3427565,0.0016599938288721485,0.00018543698171092976,0.0013164082395410123,0.0007722575760363668
365101.3527565,0.0015283205990936587,-0.0002553675087828317,0.0011000780514758498,0.0004139117179630724
365101.3627565,0.0013219846998308669,-0.0006239158242346966,0.0008390134841052598,1.592040617972001e-05
365101.3727565,0.001061767378005572,-0.0008759922019251689,0.0005575823206289878,-0.0003583211087835131
365101.3827565,0.0007700608416010376,-0.0009973711850559976,0.0002794147172476702,-0.0006626377977400566
365101.5822707,0.00046910812224161,-0.0009979294972542836,2.5576089932656076e-05,-0.0008714430019932917
365101.5922707,0.0001793953390262879,-0.0008998228965559988,-0.00018694206603589515,-0.000975321064016118
365101.6022707,-8.168823840928977e-05,-0.0007260108162449138,-0.00034630245177445616,-0.0009737131400408899
365101.6122707001,-0.0003008362875454319,-0.0004940474360065987,-0.00044640306568222496,-0.0008697302857426655
365101.62227070006,-0.0004694061655650055,-0.00021677853161092275,-0.00048693353936748,-0.0006697591959513929
365101.63227070007,-0.0005835784798417044,9.189693747991016e-05,-0.000472927123124104,-0.0003871942509529418
